cat_value,level_1,direction,counts,n,freq,label,region,var,country
"(21, 24]",0,NS,1127,2178,0.5174471992653811,51.7 %,Pays de la Loire,temperature,FRA
"(21, 24]",1,Negative,649,2178,0.29797979797979796,29.8 %,Pays de la Loire,temperature,FRA
"(21, 24]",2,Positive,402,2178,0.18457300275482094,18.5 %,Pays de la Loire,temperature,FRA
"(24, 27]",0,NS,726,1298,0.559322033898305,55.9 %,Pays de la Loire,temperature,FRA
"(24, 27]",1,Negative,335,1298,0.2580893682588598,25.8 %,Pays de la Loire,temperature,FRA
"(24, 27]",2,Positive,237,1298,0.18258859784283513,18.3 %,Pays de la Loire,temperature,FRA
"(27, 30]",0,Positive,256,682,0.375366568914956,37.5 %,Pays de la Loire,temperature,FRA
"(27, 30]",1,Negative,244,682,0.35777126099706746,35.8 %,Pays de la Loire,temperature,FRA
"(27, 30]",2,NS,182,682,0.2668621700879765,26.7 %,Pays de la Loire,temperature,FRA
"(30, 33]",0,Positive,144,330,0.43636363636363634,43.6 %,Pays de la Loire,temperature,FRA
"(30, 33]",1,NS,120,330,0.36363636363636365,36.4 %,Pays de la Loire,temperature,FRA
"(30, 33]",2,Negative,66,330,0.2,20.0 %,Pays de la Loire,temperature,FRA
"(0, 2]",0,Positive,0,0,0.0,0.0 %,Pays de la Loire,absolute_humidity,FRA
"(0, 2]",1,Negative,0,0,0.0,0.0 %,Pays de la Loire,absolute_humidity,FRA
"(0, 2]",2,NS,0,0,0.0,0.0 %,Pays de la Loire,absolute_humidity,FRA
"(2, 4]",0,NS,167,330,0.5060606060606061,50.6 %,Pays de la Loire,absolute_humidity,FRA
"(2, 4]",1,Negative,125,330,0.3787878787878788,37.9 %,Pays de la Loire,absolute_humidity,FRA
"(2, 4]",2,Positive,38,330,0.11515151515151516,11.5 %,Pays de la Loire,absolute_humidity,FRA
"(4, 6]",0,NS,2225,3202,0.6948782011242973,69.5 %,Pays de la Loire,absolute_humidity,FRA
"(4, 6]",1,Negative,617,3202,0.19269206745783884,19.3 %,Pays de la Loire,absolute_humidity,FRA
"(4, 6]",2,Positive,360,3202,0.11242973141786383,11.2 %,Pays de la Loire,absolute_humidity,FRA
"(6, 8]",0,NS,3818,5643,0.6765904660641503,67.7 %,Pays de la Loire,absolute_humidity,FRA
"(6, 8]",1,Negative,1251,5643,0.22169059011164274,22.2 %,Pays de la Loire,absolute_humidity,FRA
"(6, 8]",2,Positive,574,5643,0.10171894382420699,10.2 %,Pays de la Loire,absolute_humidity,FRA
"(8, 10]",0,NS,4988,7293,0.6839435074729192,68.4 %,Pays de la Loire,absolute_humidity,FRA
"(8, 10]",1,Negative,1554,7293,0.2130810366104484,21.3 %,Pays de la Loire,absolute_humidity,FRA
"(8, 10]",2,Positive,751,7293,0.10297545591663239,10.3 %,Pays de la Loire,absolute_humidity,FRA
"(10, 12]",0,NS,3961,5874,0.674327545114062,67.4 %,Pays de la Loire,absolute_humidity,FRA
"(10, 12]",1,Negative,1337,5874,0.22761321075927818,22.8 %,Pays de la Loire,absolute_humidity,FRA
"(10, 12]",2,Positive,576,5874,0.09805924412665985,9.8 %,Pays de la Loire,absolute_humidity,FRA
"(12, 14]",0,NS,2649,3982,0.6652435961828227,66.5 %,Pays de la Loire,absolute_humidity,FRA
"(12, 14]",1,Negative,809,3982,0.20316423907584127,20.3 %,Pays de la Loire,absolute_humidity,FRA
"(12, 14]",2,Positive,524,3982,0.131592164741336,13.2 %,Pays de la Loire,absolute_humidity,FRA
"(14, 16]",0,NS,1603,2244,0.714349376114082,71.4 %,Pays de la Loire,absolute_humidity,FRA
"(14, 16]",1,Negative,332,2244,0.14795008912655971,14.8 %,Pays de la Loire,absolute_humidity,FRA
"(14, 16]",2,Positive,309,2244,0.13770053475935828,13.8 %,Pays de la Loire,absolute_humidity,FRA
"(16, 18]",0,Positive,0,0,0.0,0.0 %,Pays de la Loire,absolute_humidity,FRA
"(16, 18]",1,Negative,0,0,0.0,0.0 %,Pays de la Loire,absolute_humidity,FRA
"(16, 18]",2,NS,0,0,0.0,0.0 %,Pays de la Loire,absolute_humidity,FRA
"(18, 20]",0,Positive,0,0,0.0,0.0 %,Pays de la Loire,absolute_humidity,FRA
"(18, 20]",1,Negative,0,0,0.0,0.0 %,Pays de la Loire,absolute_humidity,FRA
"(18, 20]",2,NS,0,0,0.0,0.0 %,Pays de la Loire,absolute_humidity,FRA
"(20, 22]",0,Positive,0,0,0.0,0.0 %,Pays de la Loire,absolute_humidity,FRA
"(20, 22]",1,Negative,0,0,0.0,0.0 %,Pays de la Loire,absolute_humidity,FRA
"(20, 22]",2,NS,0,0,0.0,0.0 %,Pays de la Loire,absolute_humidity,FRA
"(-6, -3]",0,Positive,0,0,0.0,0.0 %,Provence-Alpes-Côte d’Azur,temperature,FRA
"(-6, -3]",1,Negative,0,0,0.0,0.0 %,Provence-Alpes-Côte d’Azur,temperature,FRA
"(-6, -3]",2,NS,0,0,0.0,0.0 %,Provence-Alpes-Côte d’Azur,temperature,FRA
"(-3, 0]",0,Positive,0,0,0.0,0.0 %,Provence-Alpes-Côte d’Azur,temperature,FRA
"(-3, 0]",1,Negative,0,0,0.0,0.0 %,Provence-Alpes-Côte d’Azur,temperature,FRA
"(-3, 0]",2,NS,0,0,0.0,0.0 %,Provence-Alpes-Côte d’Azur,temperature,FRA
"(0, 3]",0,Positive,0,0,0.0,0.0 %,Provence-Alpes-Côte d’Azur,temperature,FRA
"(0, 3]",1,Negative,0,0,0.0,0.0 %,Provence-Alpes-Côte d’Azur,temperature,FRA
"(0, 3]",2,NS,0,0,0.0,0.0 %,Provence-Alpes-Côte d’Azur,temperature,FRA
"(3, 6]",0,NS,213,385,0.5532467532467532,55.3 %,Provence-Alpes-Côte d’Azur,temperature,FRA
"(3, 6]",1,Positive,87,385,0.22597402597402597,22.6 %,Provence-Alpes-Côte d’Azur,temperature,FRA
"(3, 6]",2,Negative,85,385,0.22077922077922077,22.1 %,Provence-Alpes-Côte d’Azur,temperature,FRA
"(6, 9]",0,NS,1316,2489,0.5287263961430293,52.9 %,Provence-Alpes-Côte d’Azur,temperature,FRA
"(6, 9]",1,Negative,786,2489,0.3157894736842105,31.6 %,Provence-Alpes-Côte d’Azur,temperature,FRA
"(6, 9]",2,Positive,387,2489,0.15548413017276014,15.5 %,Provence-Alpes-Côte d’Azur,temperature,FRA
"(9, 12]",0,NS,1971,3619,0.5446255871787786,54.5 %,Provence-Alpes-Côte d’Azur,temperature,FRA
"(9, 12]",1,Negative,1062,3619,0.2934512296214424,29.3 %,Provence-Alpes-Côte d’Azur,temperature,FRA
"(9, 12]",2,Positive,586,3619,0.16192318319977894,16.2 %,Provence-Alpes-Côte d’Azur,temperature,FRA
"(12, 15]",0,NS,1870,3444,0.5429732868757259,54.3 %,Provence-Alpes-Côte d’Azur,temperature,FRA
"(12, 15]",1,Negative,1041,3444,0.30226480836236935,30.2 %,Provence-Alpes-Côte d’Azur,temperature,FRA
"(12, 15]",2,Positive,533,3444,0.15476190476190477,15.5 %,Provence-Alpes-Côte d’Azur,temperature,FRA
"(15, 18]",0,NS,1205,2442,0.49344799344799345,49.3 %,Provence-Alpes-Côte d’Azur,temperature,FRA
"(15, 18]",1,Negative,1111,2442,0.45495495495495497,45.5 %,Provence-Alpes-Côte d’Azur,temperature,FRA
"(15, 18]",2,Positive,126,2442,0.051597051597051594,5.2 %,Provence-Alpes-Côte d’Azur,temperature,FRA
"(18, 21]",0,NS,1029,2024,0.508399209486166,50.8 %,Provence-Alpes-Côte d’Azur,temperature,FRA
"(18, 21]",1,Negative,817,2024,0.40365612648221344,40.4 %,Provence-Alpes-Côte d’Azur,temperature,FRA
"(18, 21]",2,Positive,178,2024,0.08794466403162056,8.8 %,Provence-Alpes-Côte d’Azur,temperature,FRA
"(21, 24]",0,NS,1270,2266,0.560458958517211,56.0 %,Provence-Alpes-Côte d’Azur,temperature,FRA
"(21, 24]",1,Negative,553,2266,0.2440423654015887,24.4 %,Provence-Alpes-Côte d’Azur,temperature,FRA
"(21, 24]",2,Positive,443,2266,0.19549867608120036,19.5 %,Provence-Alpes-Côte d’Azur,temperature,FRA
"(24, 27]",0,NS,1455,2486,0.585277554304103,58.5 %,Provence-Alpes-Côte d’Azur,temperature,FRA
"(24, 27]",1,Positive,542,2486,0.2180209171359614,21.8 %,Provence-Alpes-Côte d’Azur,temperature,FRA
"(24, 27]",2,Negative,489,2486,0.19670152855993564,19.7 %,Provence-Alpes-Côte d’Azur,temperature,FRA
"(27, 30]",0,NS,318,770,0.412987012987013,41.3 %,Provence-Alpes-Côte d’Azur,temperature,FRA
"(27, 30]",1,Positive,262,770,0.34025974025974026,34.0 %,Provence-Alpes-Côte d’Azur,temperature,FRA
"(27, 30]",2,Negative,190,770,0.24675324675324675,24.7 %,Provence-Alpes-Côte d’Azur,temperature,FRA
"(30, 33]",0,Positive,0,0,0.0,0.0 %,Provence-Alpes-Côte d’Azur,temperature,FRA
"(30, 33]",1,Negative,0,0,0.0,0.0 %,Provence-Alpes-Côte d’Azur,temperature,FRA
"(30, 33]",2,NS,0,0,0.0,0.0 %,Provence-Alpes-Côte d’Azur,temperature,FRA
"(0, 2]",0,Positive,0,0,0.0,0.0 %,Provence-Alpes-Côte d’Azur,absolute_humidity,FRA
"(0, 2]",1,Negative,0,0,0.0,0.0 %,Provence-Alpes-Côte d’Azur,absolute_humidity,FRA
"(0, 2]",2,NS,0,0,0.0,0.0 %,Provence-Alpes-Côte d’Azur,absolute_humidity,FRA
"(2, 4]",0,Positive,42,45,0.9333333333333333,93.3 %,Provence-Alpes-Côte d’Azur,absolute_humidity,FRA
"(2, 4]",1,NS,3,45,0.06666666666666667,6.7 %,Provence-Alpes-Côte d’Azur,absolute_humidity,FRA
"(2, 4]",2,Negative,0,45,0.0,0.0 %,Provence-Alpes-Côte d’Azur,absolute_humidity,FRA
"(4, 6]",0,NS,2062,2940,0.7013605442176871,70.1 %,Provence-Alpes-Côte d’Azur,absolute_humidity,FRA
"(4, 6]",1,Negative,546,2940,0.18571428571428572,18.6 %,Provence-Alpes-Côte d’Azur,absolute_humidity,FRA
"(4, 6]",2,Positive,332,2940,0.11292517006802721,11.3 %,Provence-Alpes-Côte d’Azur,absolute_humidity,FRA
"(6, 8]",0,NS,2755,4060,0.6785714285714286,67.9 %,Provence-Alpes-Côte d’Azur,absolute_humidity,FRA
"(6, 8]",1,Negative,958,4060,0.23596059113300494,23.6 %,Provence-Alpes-Côte d’Azur,absolute_humidity,FRA
"(6, 8]",2,Positive,347,4060,0.0854679802955665,8.5 %,Provence-Alpes-Côte d’Azur,absolute_humidity,FRA
"(8, 10]",0,NS,2957,4742,0.6235765499789119,62.4 %,Provence-Alpes-Côte d’Azur,absolute_humidity,FRA
"(8, 10]",1,Negative,1311,4742,0.2764656263180093,27.6 %,Provence-Alpes-Côte d’Azur,absolute_humidity,FRA
"(8, 10]",2,Positive,474,4742,0.09995782370307887,10.0 %,Provence-Alpes-Côte d’Azur,absolute_humidity,FRA
"(10, 12]",0,NS,2183,3717,0.5873015873015873,58.7 %,Provence-Alpes-Côte d’Azur,absolute_humidity,FRA
"(10, 12]",1,Negative,1141,3717,0.3069679849340866,30.7 %,Provence-Alpes-Côte d’Azur,absolute_humidity,FRA
"(10, 12]",2,Positive,393,3717,0.10573042776432606,10.6 %,Provence-Alpes-Côte d’Azur,absolute_humidity,FRA
"(12, 14]",0,NS,2013,3476,0.5791139240506329,57.9 %,Provence-Alpes-Côte d’Azur,absolute_humidity,FRA
"(12, 14]",1,Negative,978,3476,0.2813578826237054,28.1 %,Provence-Alpes-Côte d’Azur,absolute_humidity,FRA
"(12, 14]",2,Positive,485,3476,0.1395281933256617,14.0 %,Provence-Alpes-Côte d’Azur,absolute_humidity,FRA
"(14, 16]",0,NS,1990,3366,0.5912061794414736,59.1 %,Provence-Alpes-Côte d’Azur,absolute_humidity,FRA
"(14, 16]",1,Negative,859,3366,0.2551990493166964,25.5 %,Provence-Alpes-Côte d’Azur,absolute_humidity,FRA
"(14, 16]",2,Positive,517,3366,0.15359477124183007,15.4 %,Provence-Alpes-Côte d’Azur,absolute_humidity,FRA
"(16, 18]",0,NS,1460,2332,0.6260720411663808,62.6 %,Provence-Alpes-Côte d’Azur,absolute_humidity,FRA
"(16, 18]",1,Negative,496,2332,0.21269296740994853,21.3 %,Provence-Alpes-Côte d’Azur,absolute_humidity,FRA
"(16, 18]",2,Positive,376,2332,0.16123499142367068,16.1 %,Provence-Alpes-Côte d’Azur,absolute_humidity,FRA
"(18, 20]",0,NS,823,1408,0.5845170454545454,58.5 %,Provence-Alpes-Côte d’Azur,absolute_humidity,FRA
"(18, 20]",1,Negative,393,1408,0.2791193181818182,27.9 %,Provence-Alpes-Côte d’Azur,absolute_humidity,FRA
"(18, 20]",2,Positive,192,1408,0.13636363636363635,13.6 %,Provence-Alpes-Côte d’Azur,absolute_humidity,FRA
"(20, 22]",0,Positive,0,0,0.0,0.0 %,Provence-Alpes-Côte d’Azur,absolute_humidity,FRA
"(20, 22]",1,Negative,0,0,0.0,0.0 %,Provence-Alpes-Côte d’Azur,absolute_humidity,FRA
"(20, 22]",2,NS,0,0,0.0,0.0 %,Provence-Alpes-Côte d’Azur,absolute_humidity,FRA
"(-6, -3]",0,NS,161,440,0.3659090909090909,36.6 %,Ile-de-France,temperature,FRA
"(-6, -3]",1,Positive,151,440,0.3431818181818182,34.3 %,Ile-de-France,temperature,FRA
"(-6, -3]",2,Negative,128,440,0.2909090909090909,29.1 %,Ile-de-France,temperature,FRA
"(-3, 0]",0,NS,390,836,0.4665071770334928,46.7 %,Ile-de-France,temperature,FRA
"(-3, 0]",1,Negative,272,836,0.3253588516746411,32.5 %,Ile-de-France,temperature,FRA
"(-3, 0]",2,Positive,174,836,0.20813397129186603,20.8 %,Ile-de-France,temperature,FRA
"(0, 3]",0,NS,1316,2322,0.5667527993109388,56.7 %,Ile-de-France,temperature,FRA
"(0, 3]",1,Positive,612,2322,0.26356589147286824,26.4 %,Ile-de-France,temperature,FRA
"(0, 3]",2,Negative,394,2322,0.16968130921619293,17.0 %,Ile-de-France,temperature,FRA
"(3, 6]",0,NS,1884,3099,0.6079380445304937,60.8 %,Ile-de-France,temperature,FRA
"(3, 6]",1,Negative,622,3099,0.20070990642142628,20.1 %,Ile-de-France,temperature,FRA
"(3, 6]",2,Positive,593,3099,0.19135204904808004,19.1 %,Ile-de-France,temperature,FRA
"(6, 9]",0,NS,2106,3575,0.5890909090909091,58.9 %,Ile-de-France,temperature,FRA
"(6, 9]",1,Negative,946,3575,0.26461538461538464,26.5 %,Ile-de-France,temperature,FRA
"(6, 9]",2,Positive,523,3575,0.1462937062937063,14.6 %,Ile-de-France,temperature,FRA
"(9, 12]",0,NS,2970,5071,0.5856832971800434,58.6 %,Ile-de-France,temperature,FRA
"(9, 12]",1,Negative,1415,5071,0.27903766515480183,27.9 %,Ile-de-France,temperature,FRA
"(9, 12]",2,Positive,686,5071,0.1352790376651548,13.5 %,Ile-de-France,temperature,FRA
"(12, 15]",0,NS,2706,4628,0.5847018150388937,58.5 %,Ile-de-France,temperature,FRA
"(12, 15]",1,Negative,1379,4628,0.2979688850475367,29.8 %,Ile-de-France,temperature,FRA
"(12, 15]",2,Positive,543,4628,0.11732929991356958,11.7 %,Ile-de-France,temperature,FRA
"(15, 18]",0,NS,1740,3014,0.5773059057730591,57.7 %,Ile-de-France,temperature,FRA
"(15, 18]",1,Negative,939,3014,0.3115461181154612,31.2 %,Ile-de-France,temperature,FRA
"(15, 18]",2,Positive,335,3014,0.11114797611147977,11.1 %,Ile-de-France,temperature,FRA
"(18, 21]",0,NS,1935,3014,0.6420039814200398,64.2 %,Ile-de-France,temperature,FRA
"(18, 21]",1,Negative,751,3014,0.24917053749170537,24.9 %,Ile-de-France,temperature,FRA
"(18, 21]",2,Positive,328,3014,0.10882548108825481,10.9 %,Ile-de-France,temperature,FRA
"(21, 24]",0,NS,1800,2684,0.6706408345752608,67.1 %,Ile-de-France,temperature,FRA
"(21, 24]",1,Negative,693,2684,0.2581967213114754,25.8 %,Ile-de-France,temperature,FRA
"(21, 24]",2,Positive,191,2684,0.07116244411326378,7.1 %,Ile-de-France,temperature,FRA
"(24, 27]",0,NS,1171,1606,0.7291407222914073,72.9 %,Ile-de-France,temperature,FRA
"(24, 27]",1,Negative,293,1606,0.18244084682440848,18.2 %,Ile-de-France,temperature,FRA
"(24, 27]",2,Positive,142,1606,0.08841843088418432,8.8 %,Ile-de-France,temperature,FRA
"(27, 30]",0,NS,426,682,0.624633431085044,62.5 %,Ile-de-France,temperature,FRA
"(27, 30]",1,Positive,133,682,0.19501466275659823,19.5 %,Ile-de-France,temperature,FRA
"(27, 30]",2,Negative,123,682,0.18035190615835778,18.0 %,Ile-de-France,temperature,FRA
"(30, 33]",0,Positive,0,0,0.0,0.0 %,Ile-de-France,temperature,FRA
"(30, 33]",1,Negative,0,0,0.0,0.0 %,Ile-de-France,temperature,FRA
"(30, 33]",2,NS,0,0,0.0,0.0 %,Ile-de-France,temperature,FRA
"(0, 2]",0,Positive,0,0,0.0,0.0 %,Ile-de-France,absolute_humidity,FRA
"(0, 2]",1,Negative,0,0,0.0,0.0 %,Ile-de-France,absolute_humidity,FRA
"(0, 2]",2,NS,0,0,0.0,0.0 %,Ile-de-France,absolute_humidity,FRA
"(2, 4]",0,NS,760,1216,0.625,62.5 %,Ile-de-France,absolute_humidity,FRA
"(2, 4]",1,Positive,233,1216,0.19161184210526316,19.2 %,Ile-de-France,absolute_humidity,FRA
"(2, 4]",2,Negative,223,1216,0.18338815789473684,18.3 %,Ile-de-France,absolute_humidity,FRA
"(4, 6]",0,NS,2215,3185,0.695447409733124,69.5 %,Ile-de-France,absolute_humidity,FRA
"(4, 6]",1,Positive,565,3185,0.17739403453689168,17.7 %,Ile-de-France,absolute_humidity,FRA
"(4, 6]",2,Negative,405,3185,0.1271585557299843,12.7 %,Ile-de-France,absolute_humidity,FRA
"(6, 8]",0,NS,3989,6082,0.6558697796777376,65.6 %,Ile-de-France,absolute_humidity,FRA
"(6, 8]",1,Negative,1315,6082,0.21621177244327525,21.6 %,Ile-de-France,absolute_humidity,FRA
"(6, 8]",2,Positive,778,6082,0.12791844787898718,12.8 %,Ile-de-France,absolute_humidity,FRA
"(8, 10]",0,NS,4419,6787,0.6510976867540887,65.1 %,Ile-de-France,absolute_humidity,FRA
"(8, 10]",1,Negative,1492,6787,0.21983203182554883,22.0 %,Ile-de-France,absolute_humidity,FRA
"(8, 10]",2,Positive,876,6787,0.12907028142036245,12.9 %,Ile-de-France,absolute_humidity,FRA
"(10, 12]",0,NS,2881,4686,0.6148100725565514,61.5 %,Ile-de-France,absolute_humidity,FRA
"(10, 12]",1,Negative,1069,4686,0.22812633376013658,22.8 %,Ile-de-France,absolute_humidity,FRA
"(10, 12]",2,Positive,736,4686,0.157063593683312,15.7 %,Ile-de-France,absolute_humidity,FRA
"(12, 14]",0,NS,2070,3278,0.6314826113483831,63.1 %,Ile-de-France,absolute_humidity,FRA
"(12, 14]",1,Negative,704,3278,0.21476510067114093,21.5 %,Ile-de-France,absolute_humidity,FRA
"(12, 14]",2,Positive,504,3278,0.1537522879804759,15.4 %,Ile-de-France,absolute_humidity,FRA
"(14, 16]",0,NS,920,1386,0.6637806637806638,66.4 %,Ile-de-France,absolute_humidity,FRA
"(14, 16]",1,Negative,326,1386,0.2352092352092352,23.5 %,Ile-de-France,absolute_humidity,FRA
"(14, 16]",2,Positive,140,1386,0.10101010101010101,10.1 %,Ile-de-France,absolute_humidity,FRA
"(16, 18]",0,Positive,0,0,0.0,0.0 %,Ile-de-France,absolute_humidity,FRA
"(16, 18]",1,Negative,0,0,0.0,0.0 %,Ile-de-France,absolute_humidity,FRA
"(16, 18]",2,NS,0,0,0.0,0.0 %,Ile-de-France,absolute_humidity,FRA
"(18, 20]",0,Positive,0,0,0.0,0.0 %,Ile-de-France,absolute_humidity,FRA
"(18, 20]",1,Negative,0,0,0.0,0.0 %,Ile-de-France,absolute_humidity,FRA
"(18, 20]",2,NS,0,0,0.0,0.0 %,Ile-de-France,absolute_humidity,FRA
"(20, 22]",0,Positive,0,0,0.0,0.0 %,Ile-de-France,absolute_humidity,FRA
"(20, 22]",1,Negative,0,0,0.0,0.0 %,Ile-de-France,absolute_humidity,FRA
"(20, 22]",2,NS,0,0,0.0,0.0 %,Ile-de-France,absolute_humidity,FRA
"(-6, -3]",0,Positive,0,0,0.0,0.0 %,Abruzzo,temperature,ITA
"(-6, -3]",1,Negative,0,0,0.0,0.0 %,Abruzzo,temperature,ITA
"(-6, -3]",2,NS,0,0,0.0,0.0 %,Abruzzo,temperature,ITA
"(-3, 0]",0,Positive,0,0,0.0,0.0 %,Abruzzo,temperature,ITA
"(-3, 0]",1,Negative,0,0,0.0,0.0 %,Abruzzo,temperature,ITA
"(-3, 0]",2,NS,0,0,0.0,0.0 %,Abruzzo,temperature,ITA
"(0, 3]",0,Positive,0,0,0.0,0.0 %,Abruzzo,temperature,ITA
"(0, 3]",1,Negative,0,0,0.0,0.0 %,Abruzzo,temperature,ITA
"(0, 3]",2,NS,0,0,0.0,0.0 %,Abruzzo,temperature,ITA
"(3, 6]",0,NS,763,1387,0.5501081470800289,55.0 %,Abruzzo,temperature,ITA
"(3, 6]",1,Positive,320,1387,0.23071377072819033,23.1 %,Abruzzo,temperature,ITA
"(3, 6]",2,Negative,304,1387,0.2191780821917808,21.9 %,Abruzzo,temperature,ITA
"(6, 9]",0,NS,2266,3553,0.6377708978328174,63.8 %,Abruzzo,temperature,ITA
"(6, 9]",1,Negative,752,3553,0.21165212496481847,21.2 %,Abruzzo,temperature,ITA
"(6, 9]",2,Positive,535,3553,0.1505769772023642,15.1 %,Abruzzo,temperature,ITA
"(9, 12]",0,NS,2473,3883,0.6368787020345094,63.7 %,Abruzzo,temperature,ITA
"(9, 12]",1,Negative,889,3883,0.22894669070306464,22.9 %,Abruzzo,temperature,ITA
"(9, 12]",2,Positive,521,3883,0.13417460726242597,13.4 %,Abruzzo,temperature,ITA
"(12, 15]",0,NS,1735,2700,0.6425925925925926,64.3 %,Abruzzo,temperature,ITA
"(12, 15]",1,Negative,780,2700,0.28888888888888886,28.9 %,Abruzzo,temperature,ITA
"(12, 15]",2,Positive,185,2700,0.06851851851851852,6.9 %,Abruzzo,temperature,ITA
"(15, 18]",0,NS,1489,2684,0.5547690014903129,55.5 %,Abruzzo,temperature,ITA
"(15, 18]",1,Negative,863,2684,0.3215350223546945,32.2 %,Abruzzo,temperature,ITA
"(15, 18]",2,Positive,332,2684,0.12369597615499255,12.4 %,Abruzzo,temperature,ITA
"(18, 21]",0,NS,1392,2530,0.5501976284584981,55.0 %,Abruzzo,temperature,ITA
"(18, 21]",1,Negative,715,2530,0.2826086956521739,28.3 %,Abruzzo,temperature,ITA
"(18, 21]",2,Positive,423,2530,0.16719367588932807,16.7 %,Abruzzo,temperature,ITA
"(21, 24]",0,NS,1435,2618,0.5481283422459893,54.8 %,Abruzzo,temperature,ITA
"(21, 24]",1,Negative,614,2618,0.2345301757066463,23.5 %,Abruzzo,temperature,ITA
"(21, 24]",2,Positive,569,2618,0.2173414820473644,21.7 %,Abruzzo,temperature,ITA
"(24, 27]",0,NS,1645,2662,0.6179564237415477,61.8 %,Abruzzo,temperature,ITA
"(24, 27]",1,Positive,598,2662,0.22464312546957174,22.5 %,Abruzzo,temperature,ITA
"(24, 27]",2,Negative,419,2662,0.15740045078888054,15.7 %,Abruzzo,temperature,ITA
"(27, 30]",0,NS,776,1408,0.5511363636363636,55.1 %,Abruzzo,temperature,ITA
"(27, 30]",1,Positive,413,1408,0.29332386363636365,29.3 %,Abruzzo,temperature,ITA
"(27, 30]",2,Negative,219,1408,0.15553977272727273,15.6 %,Abruzzo,temperature,ITA
"(30, 33]",0,Positive,0,0,0.0,0.0 %,Abruzzo,temperature,ITA
"(30, 33]",1,Negative,0,0,0.0,0.0 %,Abruzzo,temperature,ITA
"(30, 33]",2,NS,0,0,0.0,0.0 %,Abruzzo,temperature,ITA
"(0, 2]",0,Positive,0,0,0.0,0.0 %,Abruzzo,absolute_humidity,ITA
"(0, 2]",1,Negative,0,0,0.0,0.0 %,Abruzzo,absolute_humidity,ITA
"(0, 2]",2,NS,0,0,0.0,0.0 %,Abruzzo,absolute_humidity,ITA
"(2, 4]",0,NS,185,330,0.5606060606060606,56.1 %,Abruzzo,absolute_humidity,ITA
"(2, 4]",1,Negative,91,330,0.27575757575757576,27.6 %,Abruzzo,absolute_humidity,ITA
"(2, 4]",2,Positive,54,330,0.16363636363636364,16.4 %,Abruzzo,absolute_humidity,ITA
"(4, 6]",0,NS,2266,3050,0.7429508196721312,74.3 %,Abruzzo,absolute_humidity,ITA
"(4, 6]",1,Negative,449,3050,0.14721311475409837,14.7 %,Abruzzo,absolute_humidity,ITA
"(4, 6]",2,Positive,335,3050,0.10983606557377049,11.0 %,Abruzzo,absolute_humidity,ITA
"(6, 8]",0,NS,3079,4521,0.6810440168104401,68.1 %,Abruzzo,absolute_humidity,ITA
"(6, 8]",1,Negative,981,4521,0.21698739216987392,21.7 %,Abruzzo,absolute_humidity,ITA
"(6, 8]",2,Positive,461,4521,0.10196859101968592,10.2 %,Abruzzo,absolute_humidity,ITA
"(8, 10]",0,NS,2412,3780,0.638095238095238,63.8 %,Abruzzo,absolute_humidity,ITA
"(8, 10]",1,Negative,1014,3780,0.26825396825396824,26.8 %,Abruzzo,absolute_humidity,ITA
"(8, 10]",2,Positive,354,3780,0.09365079365079365,9.4 %,Abruzzo,absolute_humidity,ITA
"(10, 12]",0,NS,1745,3036,0.5747694334650857,57.5 %,Abruzzo,absolute_humidity,ITA
"(10, 12]",1,Negative,1005,3036,0.3310276679841897,33.1 %,Abruzzo,absolute_humidity,ITA
"(10, 12]",2,Positive,286,3036,0.09420289855072464,9.4 %,Abruzzo,absolute_humidity,ITA
"(12, 14]",0,NS,2218,3762,0.5895800106326422,59.0 %,Abruzzo,absolute_humidity,ITA
"(12, 14]",1,Negative,969,3762,0.25757575757575757,25.8 %,Abruzzo,absolute_humidity,ITA
"(12, 14]",2,Positive,575,3762,0.1528442317916002,15.3 %,Abruzzo,absolute_humidity,ITA
"(14, 16]",0,NS,1548,2772,0.5584415584415584,55.8 %,Abruzzo,absolute_humidity,ITA
"(14, 16]",1,Negative,704,2772,0.25396825396825395,25.4 %,Abruzzo,absolute_humidity,ITA
"(14, 16]",2,Positive,520,2772,0.18759018759018758,18.8 %,Abruzzo,absolute_humidity,ITA
"(16, 18]",0,NS,1409,2486,0.5667739340305712,56.7 %,Abruzzo,absolute_humidity,ITA
"(16, 18]",1,Negative,566,2486,0.22767497988736926,22.8 %,Abruzzo,absolute_humidity,ITA
"(16, 18]",2,Positive,511,2486,0.20555108608205952,20.6 %,Abruzzo,absolute_humidity,ITA
"(18, 20]",0,NS,923,1650,0.5593939393939394,55.9 %,Abruzzo,absolute_humidity,ITA
"(18, 20]",1,Negative,367,1650,0.2224242424242424,22.2 %,Abruzzo,absolute_humidity,ITA
"(18, 20]",2,Positive,360,1650,0.21818181818181817,21.8 %,Abruzzo,absolute_humidity,ITA
"(20, 22]",0,Positive,0,0,0.0,0.0 %,Abruzzo,absolute_humidity,ITA
"(20, 22]",1,Negative,0,0,0.0,0.0 %,Abruzzo,absolute_humidity,ITA
"(20, 22]",2,NS,0,0,0.0,0.0 %,Abruzzo,absolute_humidity,ITA
"(-6, -3]",0,Positive,0,0,0.0,0.0 %,Basilicata,temperature,ITA
"(-6, -3]",1,Negative,0,0,0.0,0.0 %,Basilicata,temperature,ITA
"(-6, -3]",2,NS,0,0,0.0,0.0 %,Basilicata,temperature,ITA
