cat_value,level_1,direction,counts,n,freq,label,region,var,country
"(6, 8]",0,NS,2754,4786,0.5754283326368576,57.5 %,Piemonte,absolute_humidity,ITA
"(6, 8]",1,Negative,1257,4786,0.26264103635603847,26.3 %,Piemonte,absolute_humidity,ITA
"(6, 8]",2,Positive,775,4786,0.16193063100710406,16.2 %,Piemonte,absolute_humidity,ITA
"(8, 10]",0,NS,1861,3377,0.5510808409831212,55.1 %,Piemonte,absolute_humidity,ITA
"(8, 10]",1,Negative,1070,3377,0.31684927450399764,31.7 %,Piemonte,absolute_humidity,ITA
"(8, 10]",2,Positive,446,3377,0.13206988451288126,13.2 %,Piemonte,absolute_humidity,ITA
"(10, 12]",0,NS,2113,3674,0.575122482308111,57.5 %,Piemonte,absolute_humidity,ITA
"(10, 12]",1,Negative,1051,3674,0.2860642351660316,28.6 %,Piemonte,absolute_humidity,ITA
"(10, 12]",2,Positive,510,3674,0.13881328252585737,13.9 %,Piemonte,absolute_humidity,ITA
"(12, 14]",0,NS,2202,3520,0.6255681818181819,62.6 %,Piemonte,absolute_humidity,ITA
"(12, 14]",1,Negative,891,3520,0.253125,25.3 %,Piemonte,absolute_humidity,ITA
"(12, 14]",2,Positive,427,3520,0.12130681818181818,12.1 %,Piemonte,absolute_humidity,ITA
"(14, 16]",0,NS,1590,2420,0.6570247933884298,65.7 %,Piemonte,absolute_humidity,ITA
"(14, 16]",1,Negative,439,2420,0.18140495867768594,18.1 %,Piemonte,absolute_humidity,ITA
"(14, 16]",2,Positive,391,2420,0.1615702479338843,16.2 %,Piemonte,absolute_humidity,ITA
"(16, 18]",0,NS,194,352,0.5511363636363636,55.1 %,Piemonte,absolute_humidity,ITA
"(16, 18]",1,Negative,91,352,0.2585227272727273,25.9 %,Piemonte,absolute_humidity,ITA
"(16, 18]",2,Positive,67,352,0.1903409090909091,19.0 %,Piemonte,absolute_humidity,ITA
"(18, 20]",0,Positive,0,0,0.0,0.0 %,Piemonte,absolute_humidity,ITA
"(18, 20]",1,Negative,0,0,0.0,0.0 %,Piemonte,absolute_humidity,ITA
"(18, 20]",2,NS,0,0,0.0,0.0 %,Piemonte,absolute_humidity,ITA
"(20, 22]",0,Positive,0,0,0.0,0.0 %,Piemonte,absolute_humidity,ITA
"(20, 22]",1,Negative,0,0,0.0,0.0 %,Piemonte,absolute_humidity,ITA
"(20, 22]",2,NS,0,0,0.0,0.0 %,Piemonte,absolute_humidity,ITA
"(-6, -3]",0,Positive,0,0,0.0,0.0 %,Puglia,temperature,ITA
"(-6, -3]",1,Negative,0,0,0.0,0.0 %,Puglia,temperature,ITA
"(-6, -3]",2,NS,0,0,0.0,0.0 %,Puglia,temperature,ITA
"(-3, 0]",0,Positive,0,0,0.0,0.0 %,Puglia,temperature,ITA
"(-3, 0]",1,Negative,0,0,0.0,0.0 %,Puglia,temperature,ITA
"(-3, 0]",2,NS,0,0,0.0,0.0 %,Puglia,temperature,ITA
"(0, 3]",0,Positive,0,0,0.0,0.0 %,Puglia,temperature,ITA
"(0, 3]",1,Negative,0,0,0.0,0.0 %,Puglia,temperature,ITA
"(0, 3]",2,NS,0,0,0.0,0.0 %,Puglia,temperature,ITA
"(3, 6]",0,NS,122,330,0.3696969696969697,37.0 %,Puglia,temperature,ITA
"(3, 6]",1,Negative,120,330,0.36363636363636365,36.4 %,Puglia,temperature,ITA
"(3, 6]",2,Positive,88,330,0.26666666666666666,26.7 %,Puglia,temperature,ITA
"(6, 9]",0,NS,747,1488,0.5020161290322581,50.2 %,Puglia,temperature,ITA
"(6, 9]",1,Negative,554,1488,0.37231182795698925,37.2 %,Puglia,temperature,ITA
"(6, 9]",2,Positive,187,1488,0.1256720430107527,12.6 %,Puglia,temperature,ITA
"(9, 12]",0,NS,2254,3575,0.6304895104895105,63.0 %,Puglia,temperature,ITA
"(9, 12]",1,Negative,949,3575,0.26545454545454544,26.5 %,Puglia,temperature,ITA
"(9, 12]",2,Positive,372,3575,0.10405594405594405,10.4 %,Puglia,temperature,ITA
"(12, 15]",0,NS,2168,3355,0.6461997019374068,64.6 %,Puglia,temperature,ITA
"(12, 15]",1,Negative,810,3355,0.2414307004470939,24.1 %,Puglia,temperature,ITA
"(12, 15]",2,Positive,377,3355,0.11236959761549925,11.2 %,Puglia,temperature,ITA
"(15, 18]",0,NS,1439,2244,0.6412655971479501,64.1 %,Puglia,temperature,ITA
"(15, 18]",1,Negative,717,2244,0.3195187165775401,32.0 %,Puglia,temperature,ITA
"(15, 18]",2,Positive,88,2244,0.0392156862745098,3.9 %,Puglia,temperature,ITA
"(18, 21]",0,NS,899,1892,0.4751585623678647,47.5 %,Puglia,temperature,ITA
"(18, 21]",1,Negative,753,1892,0.39799154334038056,39.8 %,Puglia,temperature,ITA
"(18, 21]",2,Positive,240,1892,0.12684989429175475,12.7 %,Puglia,temperature,ITA
"(21, 24]",0,NS,1424,2684,0.5305514157973175,53.1 %,Puglia,temperature,ITA
"(21, 24]",1,Positive,663,2684,0.2470193740685544,24.7 %,Puglia,temperature,ITA
"(21, 24]",2,Negative,597,2684,0.22242921013412817,22.2 %,Puglia,temperature,ITA
"(24, 27]",0,NS,1565,2684,0.5830849478390462,58.3 %,Puglia,temperature,ITA
"(24, 27]",1,Positive,658,2684,0.2451564828614009,24.5 %,Puglia,temperature,ITA
"(24, 27]",2,Negative,461,2684,0.1717585692995529,17.2 %,Puglia,temperature,ITA
"(27, 30]",0,NS,859,1606,0.5348692403486924,53.5 %,Puglia,temperature,ITA
"(27, 30]",1,Positive,508,1606,0.3163138231631382,31.6 %,Puglia,temperature,ITA
"(27, 30]",2,Negative,239,1606,0.14881693648816938,14.9 %,Puglia,temperature,ITA
"(30, 33]",0,Positive,0,0,0.0,0.0 %,Puglia,temperature,ITA
"(30, 33]",1,Negative,0,0,0.0,0.0 %,Puglia,temperature,ITA
"(30, 33]",2,NS,0,0,0.0,0.0 %,Puglia,temperature,ITA
"(0, 2]",0,Positive,0,0,0.0,0.0 %,Puglia,absolute_humidity,ITA
"(0, 2]",1,Negative,0,0,0.0,0.0 %,Puglia,absolute_humidity,ITA
"(0, 2]",2,NS,0,0,0.0,0.0 %,Puglia,absolute_humidity,ITA
"(2, 4]",0,NS,544,682,0.7976539589442815,79.8 %,Puglia,absolute_humidity,ITA
"(2, 4]",1,Positive,83,682,0.1217008797653959,12.2 %,Puglia,absolute_humidity,ITA
"(2, 4]",2,Negative,55,682,0.08064516129032258,8.1 %,Puglia,absolute_humidity,ITA
"(4, 6]",0,NS,1569,2178,0.7203856749311295,72.0 %,Puglia,absolute_humidity,ITA
"(4, 6]",1,Negative,432,2178,0.19834710743801653,19.8 %,Puglia,absolute_humidity,ITA
"(4, 6]",2,Positive,177,2178,0.081267217630854,8.1 %,Puglia,absolute_humidity,ITA
"(6, 8]",0,NS,2874,4106,0.69995129079396,70.0 %,Puglia,absolute_humidity,ITA
"(6, 8]",1,Negative,790,4106,0.19240136385776913,19.2 %,Puglia,absolute_humidity,ITA
"(6, 8]",2,Positive,442,4106,0.10764734534827082,10.8 %,Puglia,absolute_humidity,ITA
"(8, 10]",0,NS,3288,4917,0.6687004270896888,66.9 %,Puglia,absolute_humidity,ITA
"(8, 10]",1,Negative,1114,4917,0.2265609111246695,22.7 %,Puglia,absolute_humidity,ITA
"(8, 10]",2,Positive,515,4917,0.10473866178564165,10.5 %,Puglia,absolute_humidity,ITA
"(10, 12]",0,NS,2779,4152,0.6693159922928709,66.9 %,Puglia,absolute_humidity,ITA
"(10, 12]",1,Negative,994,4152,0.23940269749518303,23.9 %,Puglia,absolute_humidity,ITA
"(10, 12]",2,Positive,379,4152,0.09128131021194605,9.1 %,Puglia,absolute_humidity,ITA
"(12, 14]",0,NS,1985,3300,0.6015151515151516,60.2 %,Puglia,absolute_humidity,ITA
"(12, 14]",1,Negative,836,3300,0.25333333333333335,25.3 %,Puglia,absolute_humidity,ITA
"(12, 14]",2,Positive,479,3300,0.14515151515151514,14.5 %,Puglia,absolute_humidity,ITA
"(14, 16]",0,NS,2375,3784,0.6276427061310782,62.8 %,Puglia,absolute_humidity,ITA
"(14, 16]",1,Negative,815,3784,0.21538054968287526,21.5 %,Puglia,absolute_humidity,ITA
"(14, 16]",2,Positive,594,3784,0.1569767441860465,15.7 %,Puglia,absolute_humidity,ITA
"(16, 18]",0,NS,1544,2618,0.5897631779984721,59.0 %,Puglia,absolute_humidity,ITA
"(16, 18]",1,Negative,599,2618,0.22880061115355232,22.9 %,Puglia,absolute_humidity,ITA
"(16, 18]",2,Positive,475,2618,0.18143621084797557,18.1 %,Puglia,absolute_humidity,ITA
"(18, 20]",0,NS,1097,1914,0.5731452455590387,57.3 %,Puglia,absolute_humidity,ITA
"(18, 20]",1,Negative,482,1914,0.25182863113897597,25.2 %,Puglia,absolute_humidity,ITA
"(18, 20]",2,Positive,335,1914,0.17502612330198536,17.5 %,Puglia,absolute_humidity,ITA
"(20, 22]",0,NS,258,726,0.35537190082644626,35.5 %,Puglia,absolute_humidity,ITA
"(20, 22]",1,Positive,249,726,0.34297520661157027,34.3 %,Puglia,absolute_humidity,ITA
"(20, 22]",2,Negative,219,726,0.30165289256198347,30.2 %,Puglia,absolute_humidity,ITA
"(-6, -3]",0,Positive,0,0,0.0,0.0 %,Sardegna,temperature,ITA
"(-6, -3]",1,Negative,0,0,0.0,0.0 %,Sardegna,temperature,ITA
"(-6, -3]",2,NS,0,0,0.0,0.0 %,Sardegna,temperature,ITA
"(-3, 0]",0,Positive,0,0,0.0,0.0 %,Sardegna,temperature,ITA
"(-3, 0]",1,Negative,0,0,0.0,0.0 %,Sardegna,temperature,ITA
"(-3, 0]",2,NS,0,0,0.0,0.0 %,Sardegna,temperature,ITA
"(0, 3]",0,Positive,0,0,0.0,0.0 %,Sardegna,temperature,ITA
"(0, 3]",1,Negative,0,0,0.0,0.0 %,Sardegna,temperature,ITA
"(0, 3]",2,NS,0,0,0.0,0.0 %,Sardegna,temperature,ITA
"(3, 6]",0,Positive,26,28,0.9285714285714286,92.9 %,Sardegna,temperature,ITA
"(3, 6]",1,NS,2,28,0.07142857142857142,7.1 %,Sardegna,temperature,ITA
"(3, 6]",2,Negative,0,28,0.0,0.0 %,Sardegna,temperature,ITA
"(6, 9]",0,NS,987,1727,0.5715112912565142,57.2 %,Sardegna,temperature,ITA
"(6, 9]",1,Negative,473,1727,0.27388535031847133,27.4 %,Sardegna,temperature,ITA
"(6, 9]",2,Positive,267,1727,0.15460335842501446,15.5 %,Sardegna,temperature,ITA
"(9, 12]",0,NS,2064,3190,0.6470219435736677,64.7 %,Sardegna,temperature,ITA
"(9, 12]",1,Negative,654,3190,0.20501567398119122,20.5 %,Sardegna,temperature,ITA
"(9, 12]",2,Positive,472,3190,0.14796238244514107,14.8 %,Sardegna,temperature,ITA
"(12, 15]",0,NS,2221,3333,0.6663666366636664,66.6 %,Sardegna,temperature,ITA
"(12, 15]",1,Negative,680,3333,0.20402040204020402,20.4 %,Sardegna,temperature,ITA
"(12, 15]",2,Positive,432,3333,0.12961296129612962,13.0 %,Sardegna,temperature,ITA
"(15, 18]",0,NS,1826,2750,0.664,66.4 %,Sardegna,temperature,ITA
"(15, 18]",1,Negative,608,2750,0.2210909090909091,22.1 %,Sardegna,temperature,ITA
"(15, 18]",2,Positive,316,2750,0.1149090909090909,11.5 %,Sardegna,temperature,ITA
"(18, 21]",0,NS,1184,2068,0.5725338491295938,57.3 %,Sardegna,temperature,ITA
"(18, 21]",1,Negative,663,2068,0.32059961315280466,32.1 %,Sardegna,temperature,ITA
"(18, 21]",2,Positive,221,2068,0.10686653771760155,10.7 %,Sardegna,temperature,ITA
"(21, 24]",0,NS,1018,1958,0.5199182839632278,52.0 %,Sardegna,temperature,ITA
"(21, 24]",1,Negative,544,1958,0.27783452502553624,27.8 %,Sardegna,temperature,ITA
"(21, 24]",2,Positive,396,1958,0.20224719101123595,20.2 %,Sardegna,temperature,ITA
"(24, 27]",0,NS,1553,2662,0.5833959429000751,58.3 %,Sardegna,temperature,ITA
"(24, 27]",1,Positive,596,2662,0.22389181066867017,22.4 %,Sardegna,temperature,ITA
"(24, 27]",2,Negative,513,2662,0.1927122464312547,19.3 %,Sardegna,temperature,ITA
"(27, 30]",0,NS,1200,2068,0.5802707930367504,58.0 %,Sardegna,temperature,ITA
"(27, 30]",1,Negative,494,2068,0.23887814313346228,23.9 %,Sardegna,temperature,ITA
"(27, 30]",2,Positive,374,2068,0.18085106382978725,18.1 %,Sardegna,temperature,ITA
"(30, 33]",0,Positive,0,0,0.0,0.0 %,Sardegna,temperature,ITA
"(30, 33]",1,Negative,0,0,0.0,0.0 %,Sardegna,temperature,ITA
"(30, 33]",2,NS,0,0,0.0,0.0 %,Sardegna,temperature,ITA
"(0, 2]",0,Positive,0,0,0.0,0.0 %,Sardegna,absolute_humidity,ITA
"(0, 2]",1,Negative,0,0,0.0,0.0 %,Sardegna,absolute_humidity,ITA
"(0, 2]",2,NS,0,0,0.0,0.0 %,Sardegna,absolute_humidity,ITA
"(2, 4]",0,Positive,0,0,0.0,0.0 %,Sardegna,absolute_humidity,ITA
"(2, 4]",1,Negative,0,0,0.0,0.0 %,Sardegna,absolute_humidity,ITA
"(2, 4]",2,NS,0,0,0.0,0.0 %,Sardegna,absolute_humidity,ITA
"(4, 6]",0,NS,1342,2101,0.6387434554973822,63.9 %,Sardegna,absolute_humidity,ITA
"(4, 6]",1,Negative,417,2101,0.19847691575440266,19.8 %,Sardegna,absolute_humidity,ITA
"(4, 6]",2,Positive,342,2101,0.16277962874821514,16.3 %,Sardegna,absolute_humidity,ITA
"(6, 8]",0,NS,2338,3424,0.6828271028037384,68.3 %,Sardegna,absolute_humidity,ITA
"(6, 8]",1,Negative,586,3424,0.1711448598130841,17.1 %,Sardegna,absolute_humidity,ITA
"(6, 8]",2,Positive,500,3424,0.14602803738317757,14.6 %,Sardegna,absolute_humidity,ITA
"(8, 10]",0,NS,2866,4125,0.6947878787878788,69.5 %,Sardegna,absolute_humidity,ITA
"(8, 10]",1,Negative,739,4125,0.17915151515151514,17.9 %,Sardegna,absolute_humidity,ITA
"(8, 10]",2,Positive,520,4125,0.12606060606060607,12.6 %,Sardegna,absolute_humidity,ITA
"(10, 12]",0,NS,3255,4311,0.7550452331245651,75.5 %,Sardegna,absolute_humidity,ITA
"(10, 12]",1,Negative,676,4311,0.15680816515889584,15.7 %,Sardegna,absolute_humidity,ITA
"(10, 12]",2,Positive,380,4311,0.08814660171653908,8.8 %,Sardegna,absolute_humidity,ITA
"(12, 14]",0,NS,2199,2948,0.7459294436906377,74.6 %,Sardegna,absolute_humidity,ITA
"(12, 14]",1,Positive,385,2948,0.13059701492537312,13.1 %,Sardegna,absolute_humidity,ITA
"(12, 14]",2,Negative,364,2948,0.12347354138398914,12.3 %,Sardegna,absolute_humidity,ITA
"(14, 16]",0,NS,1921,3058,0.6281883584041857,62.8 %,Sardegna,absolute_humidity,ITA
"(14, 16]",1,Negative,591,3058,0.1932635709614127,19.3 %,Sardegna,absolute_humidity,ITA
"(14, 16]",2,Positive,546,3058,0.17854807063440156,17.9 %,Sardegna,absolute_humidity,ITA
"(16, 18]",0,NS,1276,2222,0.5742574257425742,57.4 %,Sardegna,absolute_humidity,ITA
"(16, 18]",1,Negative,489,2222,0.22007200720072007,22.0 %,Sardegna,absolute_humidity,ITA
"(16, 18]",2,Positive,457,2222,0.20567056705670567,20.6 %,Sardegna,absolute_humidity,ITA
"(18, 20]",0,NS,1175,2024,0.5805335968379447,58.1 %,Sardegna,absolute_humidity,ITA
"(18, 20]",1,Negative,480,2024,0.23715415019762845,23.7 %,Sardegna,absolute_humidity,ITA
"(18, 20]",2,Positive,369,2024,0.18231225296442688,18.2 %,Sardegna,absolute_humidity,ITA
"(20, 22]",0,NS,532,682,0.7800586510263929,78.0 %,Sardegna,absolute_humidity,ITA
"(20, 22]",1,Negative,87,682,0.12756598240469208,12.8 %,Sardegna,absolute_humidity,ITA
"(20, 22]",2,Positive,63,682,0.09237536656891496,9.2 %,Sardegna,absolute_humidity,ITA
"(-6, -3]",0,Positive,0,0,0.0,0.0 %,Sicilia,temperature,ITA
"(-6, -3]",1,Negative,0,0,0.0,0.0 %,Sicilia,temperature,ITA
"(-6, -3]",2,NS,0,0,0.0,0.0 %,Sicilia,temperature,ITA
"(-3, 0]",0,Positive,0,0,0.0,0.0 %,Sicilia,temperature,ITA
"(-3, 0]",1,Negative,0,0,0.0,0.0 %,Sicilia,temperature,ITA
"(-3, 0]",2,NS,0,0,0.0,0.0 %,Sicilia,temperature,ITA
"(0, 3]",0,Positive,0,0,0.0,0.0 %,Sicilia,temperature,ITA
"(0, 3]",1,Negative,0,0,0.0,0.0 %,Sicilia,temperature,ITA
"(0, 3]",2,NS,0,0,0.0,0.0 %,Sicilia,temperature,ITA
"(3, 6]",0,Positive,0,0,0.0,0.0 %,Sicilia,temperature,ITA
"(3, 6]",1,Negative,0,0,0.0,0.0 %,Sicilia,temperature,ITA
"(3, 6]",2,NS,0,0,0.0,0.0 %,Sicilia,temperature,ITA
"(6, 9]",0,NS,442,710,0.6225352112676056,62.3 %,Sicilia,temperature,ITA
"(6, 9]",1,Negative,173,710,0.24366197183098592,24.4 %,Sicilia,temperature,ITA
"(6, 9]",2,Positive,95,710,0.13380281690140844,13.4 %,Sicilia,temperature,ITA
"(9, 12]",0,NS,1528,2321,0.6583369237397674,65.8 %,Sicilia,temperature,ITA
"(9, 12]",1,Negative,504,2321,0.21714778112882377,21.7 %,Sicilia,temperature,ITA
"(9, 12]",2,Positive,289,2321,0.12451529513140888,12.5 %,Sicilia,temperature,ITA
"(12, 15]",0,NS,2253,3465,0.6502164502164502,65.0 %,Sicilia,temperature,ITA
"(12, 15]",1,Negative,730,3465,0.2106782106782107,21.1 %,Sicilia,temperature,ITA
"(12, 15]",2,Positive,482,3465,0.1391053391053391,13.9 %,Sicilia,temperature,ITA
"(15, 18]",0,NS,1960,2898,0.6763285024154589,67.6 %,Sicilia,temperature,ITA
"(15, 18]",1,Negative,661,2898,0.22808833678398896,22.8 %,Sicilia,temperature,ITA
"(15, 18]",2,Positive,277,2898,0.09558316080055211,9.6 %,Sicilia,temperature,ITA
"(18, 21]",0,NS,1164,2156,0.5398886827458256,54.0 %,Sicilia,temperature,ITA
"(18, 21]",1,Negative,660,2156,0.30612244897959184,30.6 %,Sicilia,temperature,ITA
"(18, 21]",2,Positive,332,2156,0.15398886827458255,15.4 %,Sicilia,temperature,ITA
"(21, 24]",0,NS,831,2112,0.3934659090909091,39.3 %,Sicilia,temperature,ITA
"(21, 24]",1,Negative,767,2112,0.3631628787878788,36.3 %,Sicilia,temperature,ITA
"(21, 24]",2,Positive,514,2112,0.24337121212121213,24.3 %,Sicilia,temperature,ITA
"(24, 27]",0,NS,1193,2596,0.45955315870570107,46.0 %,Sicilia,temperature,ITA
"(24, 27]",1,Negative,703,2596,0.27080123266563944,27.1 %,Sicilia,temperature,ITA
"(24, 27]",2,Positive,700,2596,0.2696456086286595,27.0 %,Sicilia,temperature,ITA
"(27, 30]",0,NS,998,1980,0.5040404040404041,50.4 %,Sicilia,temperature,ITA
"(27, 30]",1,Positive,494,1980,0.2494949494949495,24.9 %,Sicilia,temperature,ITA
"(27, 30]",2,Negative,488,1980,0.24646464646464647,24.6 %,Sicilia,temperature,ITA
"(30, 33]",0,Positive,0,0,0.0,0.0 %,Sicilia,temperature,ITA
"(30, 33]",1,Negative,0,0,0.0,0.0 %,Sicilia,temperature,ITA
"(30, 33]",2,NS,0,0,0.0,0.0 %,Sicilia,temperature,ITA
"(0, 2]",0,Positive,0,0,0.0,0.0 %,Sicilia,absolute_humidity,ITA
"(0, 2]",1,Negative,0,0,0.0,0.0 %,Sicilia,absolute_humidity,ITA
"(0, 2]",2,NS,0,0,0.0,0.0 %,Sicilia,absolute_humidity,ITA
"(2, 4]",0,Positive,0,0,0.0,0.0 %,Sicilia,absolute_humidity,ITA
"(2, 4]",1,Negative,0,0,0.0,0.0 %,Sicilia,absolute_humidity,ITA
"(2, 4]",2,NS,0,0,0.0,0.0 %,Sicilia,absolute_humidity,ITA
"(4, 6]",0,NS,1050,1452,0.7231404958677686,72.3 %,Sicilia,absolute_humidity,ITA
"(4, 6]",1,Negative,282,1452,0.19421487603305784,19.4 %,Sicilia,absolute_humidity,ITA
"(4, 6]",2,Positive,120,1452,0.08264462809917356,8.3 %,Sicilia,absolute_humidity,ITA
"(6, 8]",0,NS,1794,2720,0.6595588235294118,66.0 %,Sicilia,absolute_humidity,ITA
"(6, 8]",1,Negative,540,2720,0.19852941176470587,19.9 %,Sicilia,absolute_humidity,ITA
"(6, 8]",2,Positive,386,2720,0.14191176470588235,14.2 %,Sicilia,absolute_humidity,ITA
"(8, 10]",0,NS,2652,3839,0.690804897108622,69.1 %,Sicilia,absolute_humidity,ITA
"(8, 10]",1,Negative,666,3839,0.17348267778067206,17.3 %,Sicilia,absolute_humidity,ITA
"(8, 10]",2,Positive,521,3839,0.13571242511070591,13.6 %,Sicilia,absolute_humidity,ITA
"(10, 12]",0,NS,2428,3828,0.6342737722048067,63.4 %,Sicilia,absolute_humidity,ITA
"(10, 12]",1,Negative,983,3828,0.25679205851619646,25.7 %,Sicilia,absolute_humidity,ITA
"(10, 12]",2,Positive,417,3828,0.10893416927899686,10.9 %,Sicilia,absolute_humidity,ITA
"(12, 14]",0,NS,1868,2794,0.6685755189692197,66.9 %,Sicilia,absolute_humidity,ITA
"(12, 14]",1,Negative,638,2794,0.2283464566929134,22.8 %,Sicilia,absolute_humidity,ITA
"(12, 14]",2,Positive,288,2794,0.10307802433786686,10.3 %,Sicilia,absolute_humidity,ITA
"(14, 16]",0,NS,1548,2662,0.5815176558978212,58.2 %,Sicilia,absolute_humidity,ITA
"(14, 16]",1,Negative,581,2662,0.21825694966190834,21.8 %,Sicilia,absolute_humidity,ITA
"(14, 16]",2,Positive,533,2662,0.20022539444027046,20.0 %,Sicilia,absolute_humidity,ITA
"(16, 18]",0,NS,1950,3124,0.6241997439180538,62.4 %,Sicilia,absolute_humidity,ITA
"(16, 18]",1,Negative,617,3124,0.19750320102432778,19.8 %,Sicilia,absolute_humidity,ITA
"(16, 18]",2,Positive,557,3124,0.17829705505761845,17.8 %,Sicilia,absolute_humidity,ITA
"(18, 20]",0,NS,1196,2068,0.5783365570599613,57.8 %,Sicilia,absolute_humidity,ITA
"(18, 20]",1,Negative,580,2068,0.2804642166344294,28.0 %,Sicilia,absolute_humidity,ITA
"(18, 20]",2,Positive,292,2068,0.14119922630560927,14.1 %,Sicilia,absolute_humidity,ITA
"(20, 22]",0,NS,881,1430,0.6160839160839161,61.6 %,Sicilia,absolute_humidity,ITA
"(20, 22]",1,Negative,295,1430,0.2062937062937063,20.6 %,Sicilia,absolute_humidity,ITA
"(20, 22]",2,Positive,254,1430,0.17762237762237762,17.8 %,Sicilia,absolute_humidity,ITA
"(-6, -3]",0,Positive,0,0,0.0,0.0 %,Toscana,temperature,ITA
"(-6, -3]",1,Negative,0,0,0.0,0.0 %,Toscana,temperature,ITA
"(-6, -3]",2,NS,0,0,0.0,0.0 %,Toscana,temperature,ITA
"(-3, 0]",0,Positive,0,0,0.0,0.0 %,Toscana,temperature,ITA
"(-3, 0]",1,Negative,0,0,0.0,0.0 %,Toscana,temperature,ITA
"(-3, 0]",2,NS,0,0,0.0,0.0 %,Toscana,temperature,ITA
"(0, 3]",0,Positive,0,0,0.0,0.0 %,Toscana,temperature,ITA
"(0, 3]",1,Negative,0,0,0.0,0.0 %,Toscana,temperature,ITA
"(0, 3]",2,NS,0,0,0.0,0.0 %,Toscana,temperature,ITA
"(3, 6]",0,NS,951,1617,0.588126159554731,58.8 %,Toscana,temperature,ITA
"(3, 6]",1,Negative,460,1617,0.2844774273345702,28.4 %,Toscana,temperature,ITA
"(3, 6]",2,Positive,206,1617,0.12739641311069883,12.7 %,Toscana,temperature,ITA
"(6, 9]",0,NS,1987,3270,0.6076452599388379,60.8 %,Toscana,temperature,ITA
"(6, 9]",1,Negative,748,3270,0.22874617737003058,22.9 %,Toscana,temperature,ITA
"(6, 9]",2,Positive,535,3270,0.1636085626911315,16.4 %,Toscana,temperature,ITA
"(9, 12]",0,NS,2263,3795,0.5963109354413703,59.6 %,Toscana,temperature,ITA
"(9, 12]",1,Negative,899,3795,0.23689064558629777,23.7 %,Toscana,temperature,ITA
"(9, 12]",2,Positive,633,3795,0.16679841897233202,16.7 %,Toscana,temperature,ITA
"(12, 15]",0,NS,1518,2700,0.5622222222222222,56.2 %,Toscana,temperature,ITA
"(12, 15]",1,Negative,873,2700,0.3233333333333333,32.3 %,Toscana,temperature,ITA
"(12, 15]",2,Positive,309,2700,0.11444444444444445,11.4 %,Toscana,temperature,ITA
"(15, 18]",0,NS,1219,2442,0.4991809991809992,49.9 %,Toscana,temperature,ITA
"(15, 18]",1,Negative,1037,2442,0.42465192465192464,42.5 %,Toscana,temperature,ITA
"(15, 18]",2,Positive,186,2442,0.07616707616707617,7.6 %,Toscana,temperature,ITA
"(18, 21]",0,NS,1084,1980,0.5474747474747474,54.7 %,Toscana,temperature,ITA
"(18, 21]",1,Negative,607,1980,0.30656565656565654,30.7 %,Toscana,temperature,ITA
"(18, 21]",2,Positive,289,1980,0.14595959595959596,14.6 %,Toscana,temperature,ITA
"(21, 24]",0,NS,1640,2420,0.6776859504132231,67.8 %,Toscana,temperature,ITA
"(21, 24]",1,Negative,453,2420,0.1871900826446281,18.7 %,Toscana,temperature,ITA
"(21, 24]",2,Positive,327,2420,0.13512396694214876,13.5 %,Toscana,temperature,ITA
"(24, 27]",0,NS,1816,2596,0.699537750385208,70.0 %,Toscana,temperature,ITA
"(24, 27]",1,Positive,419,2596,0.16140215716486903,16.1 %,Toscana,temperature,ITA
"(24, 27]",2,Negative,361,2596,0.13906009244992296,13.9 %,Toscana,temperature,ITA
"(27, 30]",0,NS,367,748,0.49064171122994654,49.1 %,Toscana,temperature,ITA
"(27, 30]",1,Positive,198,748,0.2647058823529412,26.5 %,Toscana,temperature,ITA
"(27, 30]",2,Negative,183,748,0.2446524064171123,24.5 %,Toscana,temperature,ITA
"(30, 33]",0,Positive,0,0,0.0,0.0 %,Toscana,temperature,ITA
"(30, 33]",1,Negative,0,0,0.0,0.0 %,Toscana,temperature,ITA
"(30, 33]",2,NS,0,0,0.0,0.0 %,Toscana,temperature,ITA
"(0, 2]",0,Positive,0,0,0.0,0.0 %,Toscana,absolute_humidity,ITA
"(0, 2]",1,Negative,0,0,0.0,0.0 %,Toscana,absolute_humidity,ITA
"(0, 2]",2,NS,0,0,0.0,0.0 %,Toscana,absolute_humidity,ITA
"(2, 4]",0,NS,550,916,0.6004366812227074,60.0 %,Toscana,absolute_humidity,ITA
"(2, 4]",1,Negative,216,916,0.23580786026200873,23.6 %,Toscana,absolute_humidity,ITA
"(2, 4]",2,Positive,150,916,0.16375545851528384,16.4 %,Toscana,absolute_humidity,ITA
"(4, 6]",0,NS,2307,3380,0.6825443786982248,68.3 %,Toscana,absolute_humidity,ITA
"(4, 6]",1,Negative,631,3380,0.18668639053254438,18.7 %,Toscana,absolute_humidity,ITA
"(4, 6]",2,Positive,442,3380,0.13076923076923078,13.1 %,Toscana,absolute_humidity,ITA
"(6, 8]",0,NS,2964,4597,0.6447683271698934,64.5 %,Toscana,absolute_humidity,ITA
